layer,tracer,workload,configuration,time,event,freq,total_event_cost,cost_per_event
L1,Perf,cpu_benchmark,1_5000,2763535136,EPT_MISCONFIG,54,68085,1260.83
L1,Perf,cpu_benchmark,1_5000,2763535136,CPUID,21,7783,370.62
L1,Perf,cpu_benchmark,1_5000,2763535136,PENDING_INTERRUPT,6,2790,465.0
L1,Perf,cpu_benchmark,1_5000,2763535136,PAUSE_INSTRUCTION,7,1907,272.43
L1,Perf,cpu_benchmark,1_5000,2763535136,MSR_READ,1,869,869.0
L1,Perf,cpu_benchmark,1_5000,2763535136,EXCEPTION_NMI,1,309,309.0
L1,Perf,cpu_benchmark,1_5000,2763535136,VMCALL,1,0,0.0
L1,Perf,cpu_benchmark,1_5000,2789949890,HLT,36,1205680,33491.11
L1,Perf,cpu_benchmark,1_5000,2789949890,EXTERNAL_INTERRUPT,722,811642,1124.16
L1,Perf,cpu_benchmark,1_5000,2789949890,PREEMPTION_TIMER,713,764908,1072.8
L1,Perf,cpu_benchmark,1_5000,2789949890,IO_INSTRUCTION,88,405058,4602.93
L1,Perf,cpu_benchmark,1_5000,2789949890,MSR_WRITE,714,381427,534.21
