layer,tracer,workload,configuration,time,event,freq,total_event_cost,cost_per_event
L1,Perf,sched_benchmark,sched_switch_2_1000,3875691,VMCALL,0,0,-1
L1,Perf,sched_benchmark,sched_switch_2_1000,3760759,VMCALL,0,0,-1
L1,Perf,sched_benchmark,sched_switch_2_1000,3754343,VMCALL,0,0,-1
L1,Perf,sched_benchmark,sched_switch_2_1000,3783985,VMCALL,0,0,-1
L1,Perf,sched_benchmark,sched_switch_2_1000,3831890,VMCALL,0,0,-1
L1,Perf,sched_benchmark,sched_switch_2_1000,3916893,VMCALL,0,0,-1
L1,Perf,sched_benchmark,sched_switch_2_1000,3705756,VMCALL,0,0,-1
L1,Perf,sched_benchmark,sched_switch_2_1000,3745760,VMCALL,0,0,-1
L1,Perf,sched_benchmark,sched_switch_2_1000,3771615,VMCALL,0,0,-1
L1,Perf,sched_benchmark,sched_switch_2_1000,3744445,VMCALL,0,0,-1
L1,Perf,sched_benchmark,sched_switch_2_1000,3662754,VMCALL,0,0,-1


L1,Ftrace,sched_benchmark,sched_switch_2_1000,3266100,VMCALL,0,0,-1
L1,Ftrace,sched_benchmark,sched_switch_2_1000,3289267,VMCALL,0,0,-1
L1,Ftrace,sched_benchmark,sched_switch_2_1000,3315431,VMCALL,0,0,-1
L1,Ftrace,sched_benchmark,sched_switch_2_1000,3031275,VMCALL,0,0,-1
L1,Ftrace,sched_benchmark,sched_switch_2_1000,3313925,VMCALL,0,0,-1
L1,Ftrace,sched_benchmark,sched_switch_2_1000,3276389,VMCALL,0,0,-1
L1,Ftrace,sched_benchmark,sched_switch_2_1000,3365782,VMCALL,0,0,-1
L1,Ftrace,sched_benchmark,sched_switch_2_1000,3165354,VMCALL,0,0,-1
L1,Ftrace,sched_benchmark,sched_switch_2_1000,2715713,VMCALL,0,0,-1
L1,Ftrace,sched_benchmark,sched_switch_2_1000,3308188,VMCALL,0,0,-1
L1,Ftrace,sched_benchmark,sched_switch_2_1000,3373386,VMCALL,0,0,-1
L1,Ftrace,sched_benchmark,sched_switch_2_1000,3338591,VMCALL,0,0,-1
L1,Ftrace,sched_benchmark,sched_switch_2_1000,3199469,VMCALL,0,0,-1
L1,Ftrace,sched_benchmark,sched_switch_2_1000,3288089,VMCALL,0,0,-1
L1,Ftrace,sched_benchmark,sched_switch_2_1000,2985280,VMCALL,0,0,-1
L1,Ftrace,sched_benchmark,sched_switch_2_1000,3439626,VMCALL,0,0,-1
L1,Ftrace,sched_benchmark,sched_switch_2_1000,2826068,VMCALL,0,0,-1
L1,Ftrace,sched_benchmark,sched_switch_2_1000,3250741,VMCALL,0,0,-1
L1,Ftrace,sched_benchmark,sched_switch_2_1000,3336683,VMCALL,0,0,-1
L1,Ftrace,sched_benchmark,sched_switch_2_1000,3295303,VMCALL,0,0,-1
L1,Ftrace,sched_benchmark,sched_switch_2_1000,3332821,VMCALL,0,0,-1
L1,Ftrace,sched_benchmark,sched_switch_2_1000,3497453,VMCALL,0,0,-1
L1,Ftrace,sched_benchmark,sched_switch_2_1000,3366077,VMCALL,0,0,-1
L1,Ftrace,sched_benchmark,sched_switch_2_1000,3220307,VMCALL,0,0,-1
L1,Ftrace,sched_benchmark,sched_switch_2_1000,3454532,VMCALL,0,0,-1
L1,Ftrace,sched_benchmark,sched_switch_2_1000,3259067,VMCALL,0,0,-1
L1,Ftrace,sched_benchmark,sched_switch_2_1000,3391648,VMCALL,0,0,-1
L1,Ftrace,sched_benchmark,sched_switch_2_1000,3210716,VMCALL,0,0,-1
L1,Ftrace,sched_benchmark,sched_switch_2_1000,3309968,VMCALL,0,0,-1
L1,Ftrace,sched_benchmark,sched_switch_2_1000,3294117,VMCALL,0,0,-1


L1,Lttng,sched_benchmark,sched_switch_2_1000,3185129,VMCALL,0,0,-1
L1,Lttng,sched_benchmark,sched_switch_2_1000,2895687,VMCALL,0,0,-1
L1,Lttng,sched_benchmark,sched_switch_2_1000,2990900,VMCALL,0,0,-1
L1,Lttng,sched_benchmark,sched_switch_2_1000,3252950,VMCALL,0,0,-1
L1,Lttng,sched_benchmark,sched_switch_2_1000,3146188,VMCALL,0,0,-1
L1,Lttng,sched_benchmark,sched_switch_2_1000,3015949,VMCALL,0,0,-1
L1,Lttng,sched_benchmark,sched_switch_2_1000,3013449,VMCALL,0,0,-1
L1,Lttng,sched_benchmark,sched_switch_2_1000,2898962,VMCALL,0,0,-1
L1,Lttng,sched_benchmark,sched_switch_2_1000,3164649,VMCALL,0,0,-1
L1,Lttng,sched_benchmark,sched_switch_2_1000,3148120,VMCALL,0,0,-1
L1,Lttng,sched_benchmark,sched_switch_2_1000,2873837,VMCALL,0,0,-1
L1,Lttng,sched_benchmark,sched_switch_2_1000,3140140,VMCALL,0,0,-1
L1,Lttng,sched_benchmark,sched_switch_2_1000,3003790,VMCALL,0,0,-1
L1,Lttng,sched_benchmark,sched_switch_2_1000,2926321,VMCALL,0,0,-1
L1,Lttng,sched_benchmark,sched_switch_2_1000,2955572,VMCALL,0,0,-1
L1,Lttng,sched_benchmark,sched_switch_2_1000,3033148,VMCALL,0,0,-1
L1,Lttng,sched_benchmark,sched_switch_2_1000,3025720,VMCALL,0,0,-1
L1,Lttng,sched_benchmark,sched_switch_2_1000,3016862,VMCALL,0,0,-1
L1,Lttng,sched_benchmark,sched_switch_2_1000,2526864,VMCALL,0,0,-1
L1,Lttng,sched_benchmark,sched_switch_2_1000,3145635,VMCALL,0,0,-1
L1,Lttng,sched_benchmark,sched_switch_2_1000,3251102,VMCALL,0,0,-1
L1,Lttng,sched_benchmark,sched_switch_2_1000,3058217,VMCALL,0,0,-1
